file_name,image_id,image_role,source_image_id,response_id,item_id,content_item_version_id,transformation,metadata_status,provenance_status,consent_status,storage_scope,captured_at,ingested_at
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0809.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0810.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0811.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0812.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0813.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0814.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0815.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0816.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0817.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0818.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0819.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0820.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0821.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/App Graphs from Pdf 1  (1)/IMG_0822.jpeg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/Biology Packet 2/HDG-2026-P1-CAT-001__response-01.jpg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/Biology Packet 2/HDG-2026-P1-CAT-002__response-01.jpg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/Biology Packet 2/HDG-2026-P1-CAT-003__response-01.jpg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/Biology Packet 2/HDG-2026-P1-CAT-004__response-01.jpg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/Biology Packet 2/HDG-2026-P1-CAT-005__response-01.jpg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/Biology Packet 2/HDG-2026-P1-CAT-006__response-01.jpg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/Biology Packet 2/HDG-2026-P1-CAT-007__response-01.jpg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/Biology Packet 2/HDG-2026-P1-CAT-008__response-01.jpg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/Biology Packet 2/HDG-2026-P1-CAT-009__response-01.jpg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
Other Bio HDR/Biology Packet 2/HDG-2026-P1-CAT-010__response-01.jpg,,,,,,,,,owner_or_contracted_creator,rights_transferred_via_standard_platform_tos,,,
